operation,config_name,config_type,threads,affinity,scale,num_sequences,pruned,throughput_median,throughput_mean,throughput_std_dev,throughput_ci_lower,throughput_ci_upper,speedup_median,speedup_mean,speedup_std_dev,speedup_ci_lower,speedup_ci_upper,elapsed_median,elapsed_mean,elapsed_std_dev,elapsed_min,elapsed_max,elapsed_q1,elapsed_q3,elapsed_iqr,n_valid,n_outliers,n_warmup
quality_aggregation,neon_2t,Neon,2,default,Medium,10000,false,128790891.81,124172688.18,15431471.25,118411129.11,129934247.26,19.6535,18.9488,2.3548,18.0695,19.8280,0.000078,0.000082,0.000011,0.000066,0.000106,0.000074,0.000087,0.000013,30,0,3
quality_aggregation,neon_4t,Neon,4,default,Medium,10000,false,124675842.81,126287475.91,16925122.59,119860211.94,132714739.87,19.0255,19.2715,2.5828,18.2907,20.2523,0.000080,0.000081,0.000011,0.000060,0.000103,0.000071,0.000088,0.000017,29,1,3
quality_aggregation,naive,Naive,1,default,Large,100000,false,6562774.45,6559714.00,39013.68,6544898.67,6574529.33,1.0000,0.9995,0.0059,0.9973,1.0018,0.015237,0.015245,0.000091,0.015029,0.015413,0.015185,0.015306,0.000122,29,1,3
quality_aggregation,neon,Neon,1,default,Large,100000,false,72380958.80,72084046.65,1254572.17,71599193.81,72568899.49,11.0290,10.9838,0.1912,10.9099,11.0577,0.001382,0.001388,0.000024,0.001357,0.001458,0.001367,0.001407,0.000040,28,2,3
quality_aggregation,neon_2t,Neon,2,default,Large,100000,false,133977724.84,132817618.93,6316379.81,130459308.77,135175929.09,20.4148,20.2380,0.9625,19.8787,20.5974,0.000746,0.000755,0.000037,0.000706,0.000848,0.000726,0.000786,0.000061,30,0,3
quality_aggregation,neon_4t,Neon,4,default,Large,100000,false,177300187.27,173195262.11,12143493.18,168661316.38,177729207.85,27.0160,26.3906,1.8504,25.6997,27.0814,0.000564,0.000580,0.000043,0.000530,0.000689,0.000549,0.000608,0.000059,30,0,3
quality_filter,naive,Naive,1,default,Tiny,100,false,104329710.18,103189633.72,1956801.17,102459034.19,103920233.24,1.0000,0.9891,0.0188,0.9821,0.9961,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,30,0,3
quality_filter,neon,Neon,1,default,Tiny,100,false,133333333.33,136062232.83,4266850.59,134441909.26,137682556.40,1.2780,1.3042,0.0409,1.2886,1.3197,0.000001,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,29,1,3
quality_filter,neon_2t,Neon,2,default,Tiny,100,false,3961165.51,3997525.44,512168.74,3806299.96,4188750.92,0.0380,0.0383,0.0049,0.0365,0.0401,0.000025,0.000025,0.000003,0.000020,0.000032,0.000023,0.000028,0.000005,30,0,3
quality_filter,neon_4t,Neon,4,default,Tiny,100,false,2888237.21,2867874.01,368643.09,2730235.87,3005512.14,0.0277,0.0275,0.0035,0.0262,0.0288,0.000034,0.000035,0.000004,0.000028,0.000044,0.000032,0.000037,0.000005,29,1,3
quality_filter,naive,Naive,1,default,Small,1000,false,117068602.20,113355051.31,6111306.22,111073308.29,115636794.33,1.0000,0.9683,0.0522,0.9488,0.9878,0.000009,0.000009,0.000000,0.000008,0.000010,0.000008,0.000009,0.000001,30,0,3
quality_filter,neon,Neon,1,default,Small,1000,false,154822727.98,154727656.69,636830.55,154477025.38,154978287.99,1.3225,1.3217,0.0054,1.3195,1.3238,0.000006,0.000006,0.000000,0.000006,0.000006,0.000006,0.000006,0.000000,27,3,3
quality_filter,neon_2t,Neon,2,default,Small,1000,false,35874439.46,37063615.16,4896346.46,35204242.45,38922987.88,0.3064,0.3166,0.0418,0.3007,0.3325,0.000028,0.000027,0.000003,0.000021,0.000033,0.000025,0.000029,0.000004,28,2,3
quality_filter,neon_4t,Neon,4,default,Small,1000,false,23621675.25,23000482.21,3162102.71,21819866.23,24181098.20,0.2018,0.1965,0.0270,0.1864,0.2066,0.000042,0.000044,0.000006,0.000035,0.000057,0.000040,0.000050,0.000010,30,0,3
quality_filter,naive,Naive,1,default,Medium,10000,false,106006900.36,104464047.47,6390350.95,102078119.13,106849975.80,1.0000,0.9854,0.0603,0.9629,1.0080,0.000094,0.000096,0.000006,0.000085,0.000107,0.000093,0.000101,0.000007,30,0,3
quality_filter,neon,Neon,1,default,Medium,10000,false,129520256.97,129278769.24,651841.24,129004140.55,129553397.93,1.2218,1.2195,0.0061,1.2169,1.2221,0.000077,0.000077,0.000000,0.000077,0.000079,0.000077,0.000077,0.000000,24,6,3
quality_filter,neon_2t,Neon,2,default,Medium,10000,false,135098231.42,133063481.93,12298863.21,128471526.58,137655437.27,1.2744,1.2552,0.1160,1.2119,1.2986,0.000074,0.000076,0.000007,0.000064,0.000089,0.000069,0.000081,0.000012,30,0,3
quality_filter,neon_4t,Neon,4,default,Medium,10000,false,128213360.18,129413708.15,19655402.31,122075084.40,136752331.91,1.2095,1.2208,0.1854,1.1516,1.2900,0.000078,0.000079,0.000012,0.000055,0.000107,0.000070,0.000090,0.000020,30,0,3
quality_filter,naive,Naive,1,default,Large,100000,false,78432886.58,75350482.81,5466057.19,73309652.69,77391312.94,1.0000,0.9607,0.0697,0.9347,0.9867,0.001275,0.001334,0.000103,0.001232,0.001569,0.001256,0.001428,0.000172,30,0,3
quality_filter,neon,Neon,1,default,Large,100000,false,84395635.69,83774859.25,2385064.36,82884361.58,84665356.92,1.0760,1.0681,0.0304,1.0568,1.0795,0.001185,0.001195,0.000035,0.001157,0.001282,0.001165,0.001214,0.000049,30,0,3
quality_filter,neon_2t,Neon,2,default,Large,100000,false,148386225.60,149094352.88,9544264.77,145469947.29,152718758.48,1.8919,1.9009,0.1217,1.8547,1.9471,0.000674,0.000669,0.000038,0.000605,0.000745,0.000643,0.000700,0.000057,28,2,3
quality_filter,neon_4t,Neon,4,default,Large,100000,false,183472835.12,185348094.48,9802853.69,181688059.76,189008129.21,2.3392,2.3631,0.1250,2.3165,2.4098,0.000545,0.000541,0.000029,0.000493,0.000616,0.000516,0.000556,0.000040,30,0,3
length_filter,naive,Naive,1,default,Tiny,100,false,800000000.00,800000000.00,0.00,800000000.00,800000000.00,1.0000,1.0000,0.0000,1.0000,1.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22,8,3
length_filter,neon,Neon,1,default,Tiny,100,false,800000000.00,800000000.00,0.00,800000000.00,800000000.00,1.0000,1.0000,0.0000,1.0000,1.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25,5,3
length_filter,neon_2t,Neon,2,default,Tiny,100,false,4222119.62,4184323.00,462486.62,4011647.05,4356998.95,0.0053,0.0052,0.0006,0.0050,0.0054,0.000024,0.000024,0.000003,0.000019,0.000031,0.000022,0.000026,0.000004,30,0,3
length_filter,neon_4t,Neon,4,default,Tiny,100,false,2727457.51,2759414.99,272009.91,2654291.68,2864538.30,0.0034,0.0034,0.0003,0.0033,0.0036,0.000036,0.000036,0.000004,0.000027,0.000045,0.000033,0.000038,0.000005,29,1,3
length_filter,naive,Naive,1,default,Small,1000,false,3424657534.25,3429774309.29,5965139.13,3427207069.99,3432341548.59,1.0000,1.0015,0.0017,1.0007,1.0022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23,7,3
length_filter,neon,Neon,1,default,Small,1000,false,3003003003.00,3177850074.39,256322888.59,3082148281.58,3273551867.20,0.8769,0.9279,0.0748,0.9000,0.9559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30,0,3
length_filter,neon_2t,Neon,2,default,Small,1000,false,40000000.00,40761188.26,5851745.21,38539005.77,42983370.75,0.0117,0.0119,0.0017,0.0113,0.0126,0.000025,0.000025,0.000003,0.000019,0.000032,0.000023,0.000027,0.000005,29,1,3
length_filter,neon_4t,Neon,4,default,Small,1000,false,27874213.27,27584721.77,3867840.20,26140608.67,29028834.87,0.0081,0.0081,0.0011,0.0076,0.0085,0.000036,0.000037,0.000005,0.000028,0.000049,0.000033,0.000038,0.000005,29,1,3
length_filter,naive,Naive,1,default,Medium,10000,false,1832172957.13,1837287423.97,10133825.79,1833503816.10,1841071031.83,1.0000,1.0028,0.0055,1.0007,1.0049,0.000005,0.000005,0.000000,0.000005,0.000005,0.000005,0.000005,0.000000,30,0,3
length_filter,neon,Neon,1,default,Medium,10000,false,1832172957.13,1835844235.42,9743494.45,1832206363.31,1839482107.53,1.0000,1.0020,0.0053,1.0000,1.0040,0.000005,0.000005,0.000000,0.000005,0.000005,0.000005,0.000005,0.000000,30,0,3
length_filter,neon_2t,Neon,2,default,Medium,10000,false,380967616.06,377221066.91,38860932.49,362711785.54,391730348.27,0.2079,0.2059,0.0212,0.1980,0.2138,0.000026,0.000027,0.000003,0.000022,0.000033,0.000025,0.000028,0.000003,29,1,3
length_filter,neon_4t,Neon,4,default,Medium,10000,false,192618098.45,184402502.21,43369363.68,168209934.00,200595070.42,0.1051,0.1006,0.0237,0.0918,0.1095,0.000051,0.000054,0.000011,0.000037,0.000083,0.000047,0.000061,0.000014,28,2,3
length_filter,naive,Naive,1,default,Large,100000,false,1873536299.77,1872483064.62,3192760.54,1871270623.49,1873695505.75,1.0000,0.9994,0.0017,0.9988,1.0001,0.000053,0.000053,0.000000,0.000053,0.000054,0.000053,0.000053,0.000000,29,1,3
length_filter,neon,Neon,1,default,Large,100000,false,1866263553.74,1865714594.97,3193601.80,1864369091.45,1867060098.48,0.9961,0.9958,0.0017,0.9951,0.9965,0.000054,0.000054,0.000000,0.000053,0.000054,0.000054,0.000054,0.000000,24,6,3
length_filter,neon_2t,Neon,2,default,Large,100000,false,1772515376.57,1789329221.30,83525692.57,1754849815.40,1823808627.19,0.9461,0.9551,0.0446,0.9367,0.9735,0.000056,0.000055,0.000003,0.000049,0.000059,0.000055,0.000057,0.000002,26,4,3
length_filter,neon_4t,Neon,4,default,Large,100000,false,1418017453.91,1428985767.87,147015203.64,1374095552.50,1483875983.24,0.7569,0.7627,0.0785,0.7334,0.7920,0.000071,0.000071,0.000007,0.000058,0.000083,0.000064,0.000078,0.000014,30,0,3
complexity_score,naive,Naive,1,default,Tiny,100,false,5839416.06,5831419.80,66170.87,5804881.48,5857958.12,1.0000,0.9986,0.0113,0.9941,1.0032,0.000017,0.000017,0.000000,0.000017,0.000018,0.000017,0.000017,0.000000,26,4,3
complexity_score,neon,Neon,1,default,Tiny,100,false,5825164.48,5824913.61,69117.51,5797193.52,5852633.71,0.9976,0.9975,0.0118,0.9928,1.0023,0.000017,0.000017,0.000000,0.000017,0.000018,0.000017,0.000017,0.000000,26,4,3
complexity_score,neon_2t,Neon,2,default,Tiny,100,false,2923873.46,2932140.98,434953.27,2769745.00,3094536.97,0.5007,0.5021,0.0745,0.4743,0.5299,0.000034,0.000034,0.000004,0.000028,0.000044,0.000030,0.000037,0.000007,28,2,3
complexity_score,neon_4t,Neon,4,default,Tiny,100,false,2143395.45,2107245.53,276799.54,2003898.49,2210592.57,0.3671,0.3609,0.0474,0.3432,0.3786,0.000047,0.000048,0.000006,0.000038,0.000061,0.000044,0.000053,0.000009,30,0,3
complexity_score,naive,Naive,1,default,Small,1000,false,5652400.01,5584752.65,159938.25,5524016.59,5645488.71,1.0000,0.9880,0.0283,0.9773,0.9988,0.000177,0.000179,0.000005,0.000168,0.000190,0.000176,0.000183,0.000007,29,1,3
complexity_score,neon,Neon,1,default,Small,1000,false,5653694.58,5654520.32,16325.25,5647972.95,5661067.68,1.0002,1.0004,0.0029,0.9992,1.0015,0.000177,0.000177,0.000001,0.000176,0.000178,0.000177,0.000177,0.000001,26,4,3
complexity_score,neon_2t,Neon,2,default,Small,1000,false,8553076.11,8426052.87,230797.29,8335220.19,8516885.55,1.5132,1.4907,0.0408,1.4746,1.5068,0.000117,0.000119,0.000003,0.000115,0.000128,0.000117,0.000120,0.000003,27,3,3
complexity_score,neon_4t,Neon,4,default,Small,1000,false,9912344.04,9931782.17,980415.74,9565730.02,10297834.32,1.7537,1.7571,0.1735,1.6923,1.8219,0.000101,0.000102,0.000010,0.000079,0.000120,0.000095,0.000110,0.000015,30,0,3
complexity_score,naive,Naive,1,default,Medium,10000,false,5771589.35,5765885.08,44336.48,5749048.43,5782721.72,1.0000,0.9990,0.0077,0.9961,1.0019,0.001733,0.001734,0.000013,0.001709,0.001763,0.001728,0.001742,0.000014,29,1,3
complexity_score,neon,Neon,1,default,Medium,10000,false,5766944.58,5758132.66,40366.06,5743061.42,5773203.90,0.9992,0.9977,0.0070,0.9951,1.0003,0.001734,0.001737,0.000012,0.001716,0.001766,0.001728,0.001744,0.000016,30,0,3
complexity_score,neon_2t,Neon,2,default,Medium,10000,false,10889296.15,10973067.65,285157.09,10864780.11,11081355.19,1.8867,1.9012,0.0494,1.8825,1.9200,0.000918,0.000912,0.000023,0.000869,0.000952,0.000895,0.000930,0.000035,29,1,3
complexity_score,neon_4t,Neon,4,default,Medium,10000,false,18922964.73,18621386.30,734575.07,18347122.26,18895650.34,3.2786,3.2264,0.1273,3.1789,3.2739,0.000528,0.000536,0.000020,0.000511,0.000579,0.000523,0.000547,0.000024,29,1,3
complexity_score,naive,Naive,1,default,Large,100000,false,5655169.05,5650849.52,32817.67,5638596.58,5663102.46,1.0000,0.9992,0.0058,0.9971,1.0014,0.017683,0.017697,0.000103,0.017500,0.017924,0.017643,0.017761,0.000117,30,0,3
complexity_score,neon,Neon,1,default,Large,100000,false,5674903.22,5660050.79,91293.73,5625964.98,5694136.60,1.0035,1.0009,0.0161,0.9948,1.0069,0.017621,0.017672,0.000286,0.017141,0.018317,0.017520,0.017855,0.000335,30,0,3
complexity_score,neon_2t,Neon,2,default,Large,100000,false,10525623.31,10599258.21,181957.19,10530160.51,10668355.90,1.8612,1.8743,0.0322,1.8620,1.8865,0.009501,0.009437,0.000159,0.009030,0.009620,0.009331,0.009544,0.000212,29,1,3
complexity_score,neon_4t,Neon,4,default,Large,100000,false,20625999.07,20370924.21,576340.22,20152060.76,20589787.66,3.6473,3.6022,0.1019,3.5635,3.6409,0.004848,0.004913,0.000142,0.004771,0.005273,0.004789,0.005011,0.000222,29,1,3
